REC k=8 s=0,1,2 ab=2/1,3/1,4/3 q=1,1 t1=0 D=6 c=2
REC k=8 s=1,6,7 ab=2/1,8/0,9/8 q=2,1 t1=0 D=1094 c=-1
REC k=8 s=1,6,7 ab=3/1,9/8,9/1 q=5,1 t1=0 D=1092 c=8
REC k=8 s=1,6,7 ab=3/2,7/1,8/2 q=2,1 t1=0 D=-3 c=5
REC k=8 s=1,6,7 ab=4/3,9/8,9/2 q=5,1 t1=0 D=1089 c=23
REC k=8 s=1,6,7 ab=7/2,8/2,9/8 q=1,1 t1=0 D=1098 c=1085
REC k=8 s=2,3,4 ab=4/3,5/3,6/5 q=1,1 t1=0 D=54 c=14
REC k=8 s=2,3,4 ab=4/3,6/3,7/6 q=1,1 t1=0 D=297 c=14
REC k=8 s=2,3,4 ab=4/3,7/3,8/7 q=1,1 t1=0 D=1026 c=14
REC k=8 s=2,3,4 ab=4/3,8/3,9/8 q=1,1 t1=0 D=3213 c=14
REC k=8 s=2,3,5 ab=4/3,6/3,7/5 q=1,1 t1=0 D=297 c=14
REC k=8 s=2,3,5 ab=5/2,6/3,7/2 q=1,2 t1=0 D=207 c=104
REC k=8 s=2,3,5 ab=5/2,7/3,8/2 q=1,2 t1=0 D=936 c=104
REC k=8 s=2,3,5 ab=5/2,8/3,9/2 q=1,2 t1=0 D=3123 c=104
REC k=8 s=2,3,5 ab=5/4,6/4,7/3 q=1,2 t1=0 D=216 c=68
REC k=8 s=2,3,5 ab=5/4,7/4,8/3 q=1,2 t1=0 D=945 c=68
REC k=8 s=2,3,5 ab=5/4,8/4,9/3 q=1,2 t1=0 D=3132 c=68
REC k=8 s=2,3,6 ab=3/1,4/2,7/3 q=1,3 t1=0 D=-3 c=-1
REC k=8 s=2,3,6 ab=3/1,4/2,7/3 q=1,3 t1=1 D=-3 c=2
REC k=8 s=2,3,6 ab=3/2,4/3,7/4 q=1,3 t1=0 D=-9 c=-4
REC k=8 s=2,3,6 ab=4/3,6/4,8/7 q=1,3 t1=0 D=270 c=14
REC k=8 s=2,3,6 ab=4/3,7/3,8/5 q=1,1 t1=0 D=1026 c=14
REC k=8 s=2,3,6 ab=5/4,8/7,9/6 q=1,3 t1=0 D=2079 c=68
REC k=8 s=2,3,6 ab=6/4,7/5,8/3 q=1,2 t1=0 D=621 c=311
REC k=8 s=2,3,6 ab=6/4,7/6,8/6 q=1,3 t1=0 D=378 c=311
REC k=8 s=2,3,6 ab=6/4,8/5,9/3 q=1,2 t1=0 D=2808 c=311
REC k=8 s=2,3,6 ab=6/4,8/7,9/7 q=1,3 t1=0 D=1836 c=311
REC k=8 s=2,3,6 ab=6/5,7/6,8/5 q=1,3 t1=0 D=459 c=230
REC k=8 s=2,3,6 ab=7/4,8/6,9/6 q=1,3 t1=0 D=1836 c=1040
REC k=8 s=2,3,6 ab=7/4,8/7,9/8 q=1,3 t1=0 D=1107 c=1040
REC k=8 s=2,3,6 ab=7/5,8/6,9/5 q=1,3 t1=0 D=1917 c=959
REC k=8 s=2,3,7 ab=3/1,4/2,8/3 q=1,3 t1=0 D=-3 c=-1
REC k=8 s=2,3,7 ab=3/1,4/2,8/3 q=1,3 t1=1 D=-3 c=2
REC k=8 s=2,3,7 ab=3/2,4/3,8/4 q=1,3 t1=0 D=-9 c=-4
REC k=8 s=2,3,7 ab=4/3,8/3,9/5 q=1,1 t1=0 D=3213 c=14
REC k=8 s=2,3,7 ab=7/4,8/6,9/3 q=1,2 t1=0 D=1836 c=1040
REC k=8 s=2,3,7 ab=7/4,8/7,9/7 q=1,3 t1=0 D=1107 c=1040
REC k=8 s=2,3,7 ab=7/6,8/7,9/5 q=1,3 t1=0 D=1431 c=716
REC k=8 s=2,4,5 ab=3/1,6/0,7/6 q=2,1 t1=0 D=122 c=-1
REC k=8 s=2,4,5 ab=3/2,6/1,7/6 q=2,1 t1=0 D=123 c=-4
REC k=8 s=2,4,5 ab=4/3,5/2,6/3 q=2,1 t1=0 D=-9 c=14
REC k=8 s=2,4,5 ab=5/3,6/3,7/6 q=1,1 t1=0 D=135 c=95
REC k=8 s=2,4,5 ab=5/3,7/3,8/7 q=1,1 t1=0 D=864 c=95
REC k=8 s=2,4,5 ab=5/3,8/3,9/8 q=1,1 t1=0 D=3051 c=95
REC k=8 s=2,4,6 ab=4/3,5/2,7/3 q=2,1 t1=0 D=-9 c=14
